STATEFP	YEAR	INDICATOR	VALUE	STATE	STATEABBREVIATION
23	2015	drugdeathrate	20.2	Maine	ME
23	2016	drugdeaths	353	Maine	ME
23	2016	drugdeathrate	26.5	Maine	ME
24	2010	drugdeaths	650	Maryland	MD
24	2010	drugdeathrate	11.3	Maryland	MD
24	2011	drugdeaths	707	Maryland	MD
24	2011	drugdeathrate	12.1	Maryland	MD
24	2012	drugdeaths	831	Maryland	MD
24	2012	drugdeathrate	14.1	Maryland	MD
24	2013	drugdeaths	892	Maryland	MD
24	2013	drugdeathrate	15	Maryland	MD
24	2014	drugdeaths	1070	Maryland	MD
24	2014	drugdeathrate	17.9	Maryland	MD
24	2015	drugdeaths	1285	Maryland	MD
24	2015	drugdeathrate	21.4	Maryland	MD
24	2016	drugdeaths	2044	Maryland	MD
24	2016	drugdeathrate	34	Maryland	MD
25	2010	drugdeaths	738	Massachusetts	MA
25	2010	drugdeathrate	11.3	Massachusetts	MA
25	2011	drugdeaths	857	Massachusetts	MA
25	2011	drugdeathrate	13	Massachusetts	MA
25	2012	drugdeaths	859	Massachusetts	MA
25	2012	drugdeathrate	12.9	Massachusetts	MA
25	2013	drugdeaths	1081	Massachusetts	MA
25	2013	drugdeathrate	16.2	Massachusetts	MA
25	2014	drugdeaths	1289	Massachusetts	MA
25	2014	drugdeathrate	19.1	Massachusetts	MA
25	2015	drugdeaths	1724	Massachusetts	MA
25	2015	drugdeathrate	25.4	Massachusetts	MA
25	2016	drugdeaths	2227	Massachusetts	MA
25	2016	drugdeathrate	32.7	Massachusetts	MA
26	2010	drugdeaths	1394	Michigan	MI
26	2010	drugdeathrate	14.1	Michigan	MI
26	2011	drugdeaths	1386	Michigan	MI
26	2011	drugdeathrate	14	Michigan	MI
26	2012	drugdeaths	1308	Michigan	MI
26	2012	drugdeathrate	13.2	Michigan	MI
26	2013	drugdeaths	1553	Michigan	MI
26	2013	drugdeathrate	15.7	Michigan	MI
26	2014	drugdeaths	1762	Michigan	MI
26	2014	drugdeathrate	17.8	Michigan	MI
26	2015	drugdeaths	1980	Michigan	MI
26	2015	drugdeathrate	20	Michigan	MI
26	2016	drugdeaths	2347	Michigan	MI
26	2016	drugdeathrate	23.6	Michigan	MI
27	2010	drugdeaths	397	Minnesota	MN
27	2010	drugdeathrate	7.5	Minnesota	MN
27	2011	drugdeaths	511	Minnesota	MN
27	2011	drugdeathrate	9.6	Minnesota	MN
27	2012	drugdeaths	482	Minnesota	MN
27	2012	drugdeathrate	9	Minnesota	MN
27	2013	drugdeaths	523	Minnesota	MN
27	2013	drugdeathrate	9.6	Minnesota	MN
27	2014	drugdeaths	517	Minnesota	MN
27	2014	drugdeathrate	9.5	Minnesota	MN
27	2015	drugdeaths	581	Minnesota	MN
27	2015	drugdeathrate	10.6	Minnesota	MN
27	2016	drugdeaths	672	Minnesota	MN
27	2016	drugdeathrate	12.2	Minnesota	MN
28	2010	drugdeaths	334	Mississippi	MS
28	2010	drugdeathrate	11.3	Mississippi	MS
28	2011	drugdeaths	302	Mississippi	MS
28	2011	drugdeathrate	10.1	Mississippi	MS
28	2012	drugdeaths	310	Mississippi	MS
28	2012	drugdeathrate	10.4	Mississippi	MS
28	2013	drugdeaths	316	Mississippi	MS
28	2013	drugdeathrate	10.6	Mississippi	MS
28	2014	drugdeaths	336	Mississippi	MS
28	2014	drugdeathrate	11.2	Mississippi	MS
28	2015	drugdeaths	351	Mississippi	MS
28	2015	drugdeathrate	11.7	Mississippi	MS
28	2016	drugdeaths	352	Mississippi	MS
28	2016	drugdeathrate	11.8	Mississippi	MS
29	2010	drugdeaths	998	Missouri	MO
29	2010	drugdeathrate	16.7	Missouri	MO
29	2011	drugdeaths	963	Missouri	MO
29	2011	drugdeathrate	16	Missouri	MO
29	2012	drugdeaths	942	Missouri	MO
29	2012	drugdeathrate	15.6	Missouri	MO
29	2013	drugdeaths	1025	Missouri	MO
29	2013	drugdeathrate	17	Missouri	MO
29	2014	drugdeaths	1067	Missouri	MO
29	2014	drugdeathrate	17.6	Missouri	MO
29	2015	drugdeaths	1066	Missouri	MO
29	2015	drugdeathrate	17.5	Missouri	MO
29	2016	drugdeaths	1371	Missouri	MO
29	2016	drugdeathrate	22.5	Missouri	MO
30	2010	drugdeaths	118	Montana	MT
30	2010	drugdeathrate	11.9	Montana	MT
30	2011	drugdeaths	141	Montana	MT
30	2011	drugdeathrate	14.1	Montana	MT
30	2012	drugdeaths	118	Montana	MT
30	2012	drugdeathrate	11.7	Montana	MT
30	2013	drugdeaths	137	Montana	MT
30	2013	drugdeathrate	13.5	Montana	MT
30	2014	drugdeaths	125	Montana	MT
30	2014	drugdeathrate	12.2	Montana	MT
30	2015	drugdeaths	138	Montana	MT
30	2015	drugdeathrate	13.4	Montana	MT
30	2016	drugdeaths	119	Montana	MT
30	2016	drugdeathrate	11.4	Montana	MT
31	2010	drugdeaths	117	Nebraska	NE
31	2010	drugdeathrate	6.4	Nebraska	NE
31	2011	drugdeaths	129	Nebraska	NE
31	2011	drugdeathrate	7	Nebraska	NE
31	2012	drugdeaths	146	Nebraska	NE
31	2012	drugdeathrate	7.9	Nebraska	NE
31	2013	drugdeaths	117	Nebraska	NE
31	2013	drugdeathrate	6.3	Nebraska	NE
31	2014	drugdeaths	125	Nebraska	NE
31	2014	drugdeathrate	6.6	Nebraska	NE
31	2015	drugdeaths	126	Nebraska	NE
31	2015	drugdeathrate	6.6	Nebraska	NE
31	2016	drugdeaths	120	Nebraska	NE
31	2016	drugdeathrate	6.3	Nebraska	NE
32	2010	drugdeaths	578	Nevada	NV
32	2010	drugdeathrate	21.4	Nevada	NV
32	2011	drugdeaths	639	Nevada	NV
32	2011	drugdeathrate	23.5	Nevada	NV
32	2012	drugdeaths	602	Nevada	NV
32	2012	drugdeathrate	21.8	Nevada	NV
32	2013	drugdeaths	614	Nevada	NV
32	2013	drugdeathrate	22	Nevada	NV
32	2014	drugdeaths	545	Nevada	NV
32	2014	drugdeathrate	19.2	Nevada	NV
32	2015	drugdeaths	619	Nevada	NV
32	2015	drugdeathrate	21.4	Nevada	NV
32	2016	drugdeaths	665	Nevada	NV
32	2016	drugdeathrate	22.6	Nevada	NV
33	2010	drugdeaths	160	New Hampshire	NH
33	2010	drugdeathrate	12.2	New Hampshire	NH
33	2011	drugdeaths	210	New Hampshire	NH
33	2011	drugdeathrate	15.9	New Hampshire	NH
33	2012	drugdeaths	173	New Hampshire	NH
33	2012	drugdeathrate	13.1	New Hampshire	NH
33	2013	drugdeaths	203	New Hampshire	NH
33	2013	drugdeathrate	15.3	New Hampshire	NH
33	2014	drugdeaths	334	New Hampshire	NH
33	2014	drugdeathrate	25.2	New Hampshire	NH
33	2015	drugdeaths	422	New Hampshire	NH
33	2015	drugdeathrate	31.7	New Hampshire	NH
33	2016	drugdeaths	481	New Hampshire	NH
33	2016	drugdeathrate	36	New Hampshire	NH
34	2010	drugdeaths	868	New Jersey	NJ
34	2010	drugdeathrate	9.9	New Jersey	NJ
34	2011	drugdeaths	1012	New Jersey	NJ
34	2011	drugdeathrate	11.5	New Jersey	NJ
34	2012	drugdeaths	1222	New Jersey	NJ
34	2012	drugdeathrate	13.8	New Jersey	NJ
34	2013	drugdeaths	1294	New Jersey	NJ
34	2013	drugdeathrate	14.5	New Jersey	NJ
34	2014	drugdeaths	1253	New Jersey	NJ
34	2014	drugdeathrate	14	New Jersey	NJ
34	2015	drugdeaths	1454	New Jersey	NJ
34	2015	drugdeathrate	16.2	New Jersey	NJ
34	2016	drugdeaths	2056	New Jersey	NJ
34	2016	drugdeathrate	23	New Jersey	NJ
35	2010	drugdeaths	478	New Mexico	NM
35	2010	drugdeathrate	23.2	New Mexico	NM
35	2011	drugdeaths	529	New Mexico	NM
35	2011	drugdeathrate	25.4	New Mexico	NM
35	2012	drugdeaths	492	New Mexico	NM
35	2012	drugdeathrate	23.6	New Mexico	NM
35	2013	drugdeaths	458	New Mexico	NM
35	2013	drugdeathrate	22	New Mexico	NM
35	2014	drugdeaths	547	New Mexico	NM
35	2014	drugdeathrate	26.2	New Mexico	NM
35	2015	drugdeaths	501	New Mexico	NM
35	2015	drugdeathrate	24	New Mexico	NM
35	2016	drugdeaths	500	New Mexico	NM
35	2016	drugdeathrate	24	New Mexico	NM
36	2010	drugdeaths	1557	New York	NY
36	2010	drugdeathrate	8	New York	NY
36	2011	drugdeaths	1948	New York	NY
36	2011	drugdeathrate	10	New York	NY
36	2012	drugdeaths	2106	New York	NY
36	2012	drugdeathrate	10.8	New York	NY
36	2013	drugdeaths	2309	New York	NY
36	2013	drugdeathrate	11.7	New York	NY
36	2014	drugdeaths	2300	New York	NY
36	2014	drugdeathrate	11.6	New York	NY
36	2015	drugdeaths	2754	New York	NY
36	2015	drugdeathrate	13.9	New York	NY
36	2016	drugdeaths	3638	New York	NY
36	2016	drugdeathrate	18.4	New York	NY
37	2010	drugdeaths	1093	North Carolina	NC
37	2010	drugdeathrate	11.5	North Carolina	NC
37	2011	drugdeaths	1264	North Carolina	NC
37	2011	drugdeathrate	13.1	North Carolina	NC
37	2012	drugdeaths	1298	North Carolina	NC
37	2012	drugdeathrate	13.3	North Carolina	NC
37	2013	drugdeaths	1259	North Carolina	NC
37	2013	drugdeathrate	12.8	North Carolina	NC
37	2014	drugdeaths	1358	North Carolina	NC
37	2014	drugdeathrate	13.7	North Carolina	NC
37	2015	drugdeaths	1567	North Carolina	NC
37	2015	drugdeathrate	15.6	North Carolina	NC
37	2016	drugdeaths	1956	North Carolina	NC
37	2016	drugdeathrate	19.3	North Carolina	NC
38	2010	drugdeaths	23	North Dakota	ND
38	2010	drugdeathrate	3.4	North Dakota	ND
38	2011	drugdeaths	16	North Dakota	ND
38	2011	drugdeathrate	NULL	North Dakota	ND
38	2012	drugdeaths	21	North Dakota	ND
38	2012	drugdeathrate	3	North Dakota	ND
38	2013	drugdeaths	20	North Dakota	ND
38	2013	drugdeathrate	2.8	North Dakota	ND
38	2014	drugdeaths	43	North Dakota	ND
38	2014	drugdeathrate	5.8	North Dakota	ND
38	2015	drugdeaths	61	North Dakota	ND
38	2015	drugdeathrate	8.1	North Dakota	ND
38	2016	drugdeaths	77	North Dakota	ND
38	2016	drugdeathrate	10.2	North Dakota	ND
39	2010	drugdeaths	1835	Ohio	OH
39	2010	drugdeathrate	15.9	Ohio	OH
39	2011	drugdeaths	2025	Ohio	OH
39	2011	drugdeathrate	17.5	Ohio	OH
39	2012	drugdeaths	2125	Ohio	OH
39	2012	drugdeathrate	18.4	Ohio	OH
39	2013	drugdeaths	2347	Ohio	OH
39	2013	drugdeathrate	20.3	Ohio	OH
39	2014	drugdeaths	2744	Ohio	OH
39	2014	drugdeathrate	23.7	Ohio	OH
39	2015	drugdeaths	3310	Ohio	OH
39	2015	drugdeathrate	28.5	Ohio	OH
39	2016	drugdeaths	4329	Ohio	OH
39	2016	drugdeathrate	37.3	Ohio	OH
40	2010	drugdeaths	717	Oklahoma	OK
40	2010	drugdeathrate	19.1	Oklahoma	OK
40	2011	drugdeaths	703	Oklahoma	OK
40	2011	drugdeathrate	18.5	Oklahoma	OK
40	2012	drugdeaths	771	Oklahoma	OK
40	2012	drugdeathrate	20.2	Oklahoma	OK
40	2013	drugdeaths	790	Oklahoma	OK
40	2013	drugdeathrate	20.5	Oklahoma	OK
40	2014	drugdeaths	777	Oklahoma	OK
40	2014	drugdeathrate	20	Oklahoma	OK
40	2015	drugdeaths	725	Oklahoma	OK
40	2015	drugdeathrate	18.5	Oklahoma	OK
40	2016	drugdeaths	813	Oklahoma	OK
40	2016	drugdeathrate	20.7	Oklahoma	OK
41	2010	drugdeaths	503	Oregon	OR
41	2010	drugdeathrate	13.1	Oregon	OR
41	2011	drugdeaths	532	Oregon	OR
41	2011	drugdeathrate	13.7	Oregon	OR
41	2012	drugdeaths	490	Oregon	OR
41	2012	drugdeathrate	12.6	Oregon	OR
41	2013	drugdeaths	455	Oregon	OR
41	2013	drugdeathrate	11.6	Oregon	OR
41	2014	drugdeaths	522	Oregon	OR
41	2014	drugdeathrate	13.1	Oregon	OR
41	2015	drugdeaths	505	Oregon	OR
41	2015	drugdeathrate	12.5	Oregon	OR
41	2016	drugdeaths	506	Oregon	OR
41	2016	drugdeathrate	12.4	Oregon	OR
42	2010	drugdeaths	1916	Pennsylvania	PA
42	2010	drugdeathrate	15.1	Pennsylvania	PA
42	2011	drugdeaths	2289	Pennsylvania	PA
42	2011	drugdeathrate	18	Pennsylvania	PA
42	2012	drugdeaths	2365	Pennsylvania	PA
42	2012	drugdeathrate	18.5	Pennsylvania	PA
42	2013	drugdeaths	2426	Pennsylvania	PA
42	2013	drugdeathrate	19	Pennsylvania	PA
42	2014	drugdeaths	2732	Pennsylvania	PA
42	2014	drugdeathrate	21.4	Pennsylvania	PA
42	2015	drugdeaths	3264	Pennsylvania	PA
42	2015	drugdeathrate	25.5	Pennsylvania	PA
42	2016	drugdeaths	4627	Pennsylvania	PA
42	2016	drugdeathrate	36.2	Pennsylvania	PA
44	2010	drugdeaths	167	Rhode Island	RI
44	2010	drugdeathrate	15.9	Rhode Island	RI
44	2011	drugdeaths	190	Rhode Island	RI
44	2011	drugdeathrate	18.1	Rhode Island	RI
44	2012	drugdeaths	196	Rhode Island	RI
44	2012	drugdeathrate	18.7	Rhode Island	RI
44	2013	drugdeaths	241	Rhode Island	RI
44	2013	drugdeathrate	22.9	Rhode Island	RI
44	2014	drugdeaths	247	Rhode Island	RI
44	2014	drugdeathrate	23.4	Rhode Island	RI
44	2015	drugdeaths	310	Rhode Island	RI
44	2015	drugdeathrate	29.3	Rhode Island	RI
44	2016	drugdeaths	326	Rhode Island	RI
44	2016	drugdeathrate	30.9	Rhode Island	RI
45	2010	drugdeaths	678	South Carolina	SC
45	2010	drugdeathrate	14.7	South Carolina	SC
45	2011	drugdeaths	618	South Carolina	SC
45	2011	drugdeathrate	13.2	South Carolina	SC
45	2012	drugdeaths	587	South Carolina	SC
45	2012	drugdeathrate	12.4	South Carolina	SC
45	2013	drugdeaths	620	South Carolina	SC
45	2013	drugdeathrate	13	South Carolina	SC
45	2014	drugdeaths	701	South Carolina	SC
45	2014	drugdeathrate	14.5	South Carolina	SC
45	2015	drugdeaths	761	South Carolina	SC
45	2015	drugdeathrate	15.5	South Carolina	SC
45	2016	drugdeaths	879	South Carolina	SC
45	2016	drugdeathrate	17.7	South Carolina	SC
46	2010	drugdeaths	45	South Dakota	SD
46	2010	drugdeathrate	5.5	South Dakota	SD
46	2011	drugdeaths	57	South Dakota	SD
46	2011	drugdeathrate	6.9	South Dakota	SD
46	2012	drugdeaths	42	South Dakota	SD
46	2012	drugdeathrate	5	South Dakota	SD
46	2013	drugdeaths	55	South Dakota	SD
46	2013	drugdeathrate	6.5	South Dakota	SD
46	2014	drugdeaths	63	South Dakota	SD
46	2014	drugdeathrate	7.4	South Dakota	SD
46	2015	drugdeaths	65	South Dakota	SD
46	2015	drugdeathrate	7.6	South Dakota	SD
46	2016	drugdeaths	69	South Dakota	SD
46	2016	drugdeathrate	8	South Dakota	SD
47	2010	drugdeaths	1080	Tennessee	TN
47	2010	drugdeathrate	17	Tennessee	TN
47	2011	drugdeaths	1090	Tennessee	TN
47	2011	drugdeathrate	17	Tennessee	TN
47	2012	drugdeaths	1131	Tennessee	TN
47	2012	drugdeathrate	17.5	Tennessee	TN
47	2013	drugdeaths	1187	Tennessee	TN
47	2013	drugdeathrate	18.3	Tennessee	TN
47	2014	drugdeaths	1269	Tennessee	TN
47	2014	drugdeathrate	19.4	Tennessee	TN
47	2015	drugdeaths	1457	Tennessee	TN
47	2015	drugdeathrate	22.1	Tennessee	TN
47	2016	drugdeaths	1630	Tennessee	TN
47	2016	drugdeathrate	24.5	Tennessee	TN
48	2010	drugdeaths	2399	Texas	TX
48	2010	drugdeathrate	9.5	Texas	TX
48	2011	drugdeaths	2589	Texas	TX
48	2011	drugdeathrate	10.1	Texas	TX
48	2012	drugdeaths	2447	Texas	TX
48	2012	drugdeathrate	9.4	Texas	TX
48	2013	drugdeaths	2446	Texas	TX
48	2013	drugdeathrate	9.2	Texas	TX
48	2014	drugdeaths	2601	Texas	TX
48	2014	drugdeathrate	9.6	Texas	TX
48	2015	drugdeaths	2588	Texas	TX
48	2015	drugdeathrate	9.4	Texas	TX
48	2016	drugdeaths	2831	Texas	TX
48	2016	drugdeathrate	10.2	Texas	TX
49	2010	drugdeaths	433	Utah	UT
49	2010	drugdeathrate	15.7	Utah	UT
49	2011	drugdeaths	504	Utah	UT
49	2011	drugdeathrate	17.9	Utah	UT
49	2012	drugdeaths	601	Utah	UT
49	2012	drugdeathrate	21	Utah	UT
49	2013	drugdeaths	594	Utah	UT
49	2013	drugdeathrate	20.5	Utah	UT
49	2014	drugdeaths	603	Utah	UT
49	2014	drugdeathrate	20.5	Utah	UT
49	2015	drugdeaths	646	Utah	UT
49	2015	drugdeathrate	21.6	Utah	UT
49	2016	drugdeaths	635	Utah	UT
49	2016	drugdeathrate	20.8	Utah	UT
50	2010	drugdeaths	63	Vermont	VT
50	2010	drugdeathrate	10.1	Vermont	VT
50	2011	drugdeaths	83	Vermont	VT
50	2011	drugdeathrate	13.2	Vermont	VT
50	2012	drugdeaths	70	Vermont	VT
50	2012	drugdeathrate	11.2	Vermont	VT
50	2013	drugdeaths	93	Vermont	VT
50	2013	drugdeathrate	14.8	Vermont	VT
50	2014	drugdeaths	83	Vermont	VT
50	2014	drugdeathrate	13.2	Vermont	VT
50	2015	drugdeaths	99	Vermont	VT
50	2015	drugdeathrate	15.8	Vermont	VT
50	2016	drugdeaths	125	Vermont	VT
50	2016	drugdeathrate	20	Vermont	VT
51	2010	drugdeaths	558	Virginia	VA
51	2010	drugdeathrate	7	Virginia	VA
51	2011	drugdeaths	798	Virginia	VA
51	2011	drugdeathrate	9.9	Virginia	VA
51	2012	drugdeaths	733	Virginia	VA
51	2012	drugdeathrate	9	Virginia	VA
51	2013	drugdeaths	854	Virginia	VA
51	2013	drugdeathrate	10.3	Virginia	VA
51	2014	drugdeaths	980	Virginia	VA
51	2014	drugdeathrate	11.8	Virginia	VA
51	2015	drugdeaths	1039	Virginia	VA
51	2015	drugdeathrate	12.4	Virginia	VA
51	2016	drugdeaths	1405	Virginia	VA
51	2016	drugdeathrate	16.7	Virginia	VA
53	2010	drugdeaths	916	Washington	WA
53	2010	drugdeathrate	13.6	Washington	WA
53	2011	drugdeaths	997	Washington	WA
53	2011	drugdeathrate	14.6	Washington	WA
53	2012	drugdeaths	985	Washington	WA
53	2012	drugdeathrate	14.3	Washington	WA
53	2013	drugdeaths	969	Washington	WA
53	2013	drugdeathrate	13.9	Washington	WA
53	2014	drugdeaths	979	Washington	WA
53	2014	drugdeathrate	13.9	Washington	WA
53	2015	drugdeaths	1094	Washington	WA
53	2015	drugdeathrate	15.3	Washington	WA
53	2016	drugdeaths	1102	Washington	WA
53	2016	drugdeathrate	15.1	Washington	WA
54	2010	drugdeaths	512	West Virginia	WV
54	2010	drugdeathrate	27.6	West Virginia	WV
54	2011	drugdeaths	635	West Virginia	WV
54	2011	drugdeathrate	34.2	West Virginia	WV
54	2012	drugdeaths	558	West Virginia	WV
54	2012	drugdeathrate	30.1	West Virginia	WV
54	2013	drugdeaths	570	West Virginia	WV
54	2013	drugdeathrate	30.7	West Virginia	WV
54	2014	drugdeaths	627	West Virginia	WV
54	2014	drugdeathrate	33.9	West Virginia	WV
54	2015	drugdeaths	725	West Virginia	WV
54	2015	drugdeathrate	39.3	West Virginia	WV
54	2016	drugdeaths	884	West Virginia	WV
54	2016	drugdeathrate	48.3	West Virginia	WV
55	2010	drugdeaths	630	Wisconsin	WI
55	2010	drugdeathrate	11.1	Wisconsin	WI
55	2011	drugdeaths	698	Wisconsin	WI
55	2011	drugdeathrate	12.2	Wisconsin	WI
55	2012	drugdeaths	692	Wisconsin	WI
55	2012	drugdeathrate	12.1	Wisconsin	WI
55	2013	drugdeaths	856	Wisconsin	WI
55	2013	drugdeathrate	14.9	Wisconsin	WI
55	2014	drugdeaths	853	Wisconsin	WI
55	2014	drugdeathrate	14.8	Wisconsin	WI
55	2015	drugdeaths	878	Wisconsin	WI
55	2015	drugdeathrate	15.2	Wisconsin	WI
55	2016	drugdeaths	1074	Wisconsin	WI
55	2016	drugdeathrate	18.6	Wisconsin	WI
56	2010	drugdeaths	85	Wyoming	WY
56	2010	drugdeathrate	15.1	Wyoming	WY
56	2011	drugdeaths	85	Wyoming	WY
56	2011	drugdeathrate	15	Wyoming	WY
56	2012	drugdeaths	98	Wyoming	WY
56	2012	drugdeathrate	17	Wyoming	WY
56	2013	drugdeaths	98	Wyoming	WY
56	2013	drugdeathrate	16.8	Wyoming	WY
56	2014	drugdeaths	109	Wyoming	WY
56	2014	drugdeathrate	18.7	Wyoming	WY
56	2015	drugdeaths	96	Wyoming	WY
56	2015	drugdeathrate	16.4	Wyoming	WY
56	2016	drugdeaths	99	Wyoming	WY
56	2016	drugdeathrate	16.9	Wyoming	WY
72	2010	drugdeaths	NULL	Puerto Rico	PR
72	2010	drugdeathrate	NULL	Puerto Rico	PR
72	2011	drugdeaths	NULL	Puerto Rico	PR
72	2011	drugdeathrate	NULL	Puerto Rico	PR
72	2012	drugdeaths	NULL	Puerto Rico	PR
72	2012	drugdeathrate	NULL	Puerto Rico	PR
72	2013	drugdeaths	NULL	Puerto Rico	PR
72	2013	drugdeathrate	NULL	Puerto Rico	PR
72	2014	drugdeaths	NULL	Puerto Rico	PR
72	2014	drugdeathrate	NULL	Puerto Rico	PR
72	2015	drugdeaths	NULL	Puerto Rico	PR
72	2015	drugdeathrate	NULL	Puerto Rico	PR
72	2016	drugdeaths	NULL	Puerto Rico	PR
72	2016	drugdeathrate	NULL	Puerto Rico	PR
00	2010	drugdeaths	38329	United States	US
00	2011	drugdeaths	41340	United States	US
00	2012	drugdeaths	41502	United States	US
00	2013	drugdeaths	43982	United States	US
00	2014	drugdeaths	47055	United States	US
00	2015	drugdeaths	52404	United States	US
00	2016	drugdeaths	63632	United States	US
00	2010	drugdeathrate	12.39	United States	US
00	2011	drugdeathrate	13.26	United States	US
00	2012	drugdeathrate	13.22	United States	US
00	2013	drugdeathrate	13.91	United States	US
00	2014	drugdeathrate	14.77	United States	US
00	2015	drugdeathrate	16.33	United States	US
00	2016	drugdeathrate	19.69	United States	US
00	2008	HIVincidence	19.2	United States	US
00	2008	HIVdiagnoses	48213	United States	US
00	2009	HIVincidence	18	United States	US
00	2009	HIVdiagnoses	45601	United States	US
00	2010	HIVincidence	17	United States	US
00	2010	HIVdiagnoses	43547	United States	US
00	2011	HIVincidence	16.1	United States	US
00	2011	HIVdiagnoses	41786	United States	US
00	2012	HIVincidence	15.7	United States	US
00	2012	HIVdiagnoses	40928	United States	US
00	2013	HIVincidence	15	United States	US
00	2013	HIVdiagnoses	39466	United States	US
00	2014	HIVincidence	15.1	United States	US
00	2014	HIVdiagnoses	40096	United States	US
00	2015	HIVincidence	14.8	United States	US
00	2015	HIVdiagnoses	39741	United States	US
00	2016	HIVincidence	14.7	United States	US
00	2016	HIVdiagnoses	39660	United States	US
01	2008	HIVincidence	18.5	Alabama	AL
01	2008	HIVdiagnoses	718	Alabama	AL
01	2009	HIVincidence	17.9	Alabama	AL
01	2009	HIVdiagnoses	698	Alabama	AL
01	2010	HIVincidence	17.1	Alabama	AL
01	2010	HIVdiagnoses	682	Alabama	AL
01	2011	HIVincidence	17.1	Alabama	AL
01	2011	HIVdiagnoses	684	Alabama	AL
01	2012	HIVincidence	16.5	Alabama	AL
01	2012	HIVdiagnoses	665	Alabama	AL
01	2013	HIVincidence	15.7	Alabama	AL
01	2013	HIVdiagnoses	633	Alabama	AL
01	2014	HIVincidence	16.6	Alabama	AL
01	2014	HIVdiagnoses	672	Alabama	AL
01	2015	HIVincidence	16.2	Alabama	AL
01	2015	HIVdiagnoses	658	Alabama	AL
01	2016	HIVincidence	13.1	Alabama	AL
01	2016	HIVdiagnoses	533	Alabama	AL
02	2008	HIVincidence	6.8	Alaska	AK
02	2008	HIVdiagnoses	38	Alaska	AK
02	2009	HIVincidence	3.7	Alaska	AK
02	2009	HIVdiagnoses	21	Alaska	AK
02	2010	HIVincidence	6.1	Alaska	AK
02	2010	HIVdiagnoses	35	Alaska	AK
02	2011	HIVincidence	4.1	Alaska	AK
02	2011	HIVdiagnoses	24	Alaska	AK
02	2012	HIVincidence	4.7	Alaska	AK
02	2012	HIVdiagnoses	28	Alaska	AK
02	2013	HIVincidence	3.8	Alaska	AK
02	2013	HIVdiagnoses	23	Alaska	AK
02	2014	HIVincidence	6.3	Alaska	AK
02	2014	HIVdiagnoses	38	Alaska	AK
02	2015	HIVincidence	4	Alaska	AK
02	2015	HIVdiagnoses	24	Alaska	AK
02	2016	HIVincidence	6.1	Alaska	AK
02	2016	HIVdiagnoses	37	Alaska	AK
04	2008	HIVincidence	13.1	Arizona	AZ
04	2008	HIVdiagnoses	684	Arizona	AZ
04	2009	HIVincidence	12.1	Arizona	AZ
04	2009	HIVdiagnoses	643	Arizona	AZ
04	2010	HIVincidence	11.9	Arizona	AZ
04	2010	HIVdiagnoses	621	Arizona	AZ
04	2011	HIVincidence	10.6	Arizona	AZ
04	2011	HIVdiagnoses	564	Arizona	AZ
04	2012	HIVincidence	11.6	Arizona	AZ
04	2012	HIVdiagnoses	626	Arizona	AZ
04	2013	HIVincidence	12.7	Arizona	AZ
04	2013	HIVdiagnoses	696	Arizona	AZ
04	2014	HIVincidence	13.4	Arizona	AZ
04	2014	HIVdiagnoses	745	Arizona	AZ
04	2015	HIVincidence	12.3	Arizona	AZ
04	2015	HIVdiagnoses	695	Arizona	AZ
04	2016	HIVincidence	13.5	Arizona	AZ
04	2016	HIVdiagnoses	778	Arizona	AZ
05	2008	HIVincidence	10.5	Arkansas	AR
05	2008	HIVdiagnoses	247	Arkansas	AR
05	2009	HIVincidence	12	Arkansas	AR
05	2009	HIVdiagnoses	286	Arkansas	AR
05	2010	HIVincidence	9.7	Arkansas	AR
05	2010	HIVdiagnoses	234	Arkansas	AR
05	2011	HIVincidence	10	Arkansas	AR
05	2011	HIVdiagnoses	242	Arkansas	AR
05	2012	HIVincidence	10.3	Arkansas	AR
05	2012	HIVdiagnoses	250	Arkansas	AR
05	2013	HIVincidence	10.7	Arkansas	AR
05	2013	HIVdiagnoses	262	Arkansas	AR
05	2014	HIVincidence	12.4	Arkansas	AR
05	2014	HIVdiagnoses	306	Arkansas	AR
05	2015	HIVincidence	11	Arkansas	AR
05	2015	HIVdiagnoses	271	Arkansas	AR
05	2016	HIVincidence	12.7	Arkansas	AR
05	2016	HIVdiagnoses	314	Arkansas	AR
06	2008	HIVincidence	19.2	California	CA
06	2008	HIVdiagnoses	5725	California	CA
06	2009	HIVincidence	18	California	CA
06	2009	HIVdiagnoses	5439	California	CA
06	2010	HIVincidence	17.1	California	CA
06	2010	HIVdiagnoses	5275	California	CA
06	2011	HIVincidence	16.2	California	CA
06	2011	HIVdiagnoses	5051	California	CA
06	2012	HIVincidence	16.1	California	CA
06	2012	HIVdiagnoses	5055	California	CA
06	2013	HIVincidence	14.8	California	CA
06	2013	HIVdiagnoses	4699	California	CA
06	2014	HIVincidence	16	California	CA
06	2014	HIVdiagnoses	5133	California	CA
06	2015	HIVincidence	15.4	California	CA
06	2015	HIVdiagnoses	4983	California	CA
06	2016	HIVincidence	15.2	California	CA
06	2016	HIVdiagnoses	4961	California	CA
08	2008	HIVincidence	11.2	Colorado	CO
08	2008	HIVdiagnoses	455	Colorado	CO
08	2009	HIVincidence	9.2	Colorado	CO
08	2009	HIVdiagnoses	380	Colorado	CO
08	2010	HIVincidence	10.2	Colorado	CO
08	2010	HIVdiagnoses	423	Colorado	CO
